TIME CODE,SOURCE LANGUAGE,TRANSLATION,Comment Local team
15:34-15:45,Geli_tirilmi_ formźlź olan Sensodyne (É) onarőm ve korumayő di_ler źzerinde (É) daha sert ve daha kalőn bir koruma tabakaső yarattő_ő iŤin tercih ediyorum ve šneriyorum.,"I recommend Sensodyne onarőm ve koruma with the improved formula, because it creates a much harder and more thick protective layer on the teeth.",
15:46-15:48,(É) Bir de gźŤlź onarőmla bu cźmleyi kursak ne gźzel olur.,(É) It would be great if we formed this sentence adding Ňmore strong repairÓ.,
15:49-15:50,GźŤlź onarőm. Nasől sšyliyim?,More strong repair.  How should I say it?,
15:51-15:55,Nasől sšyleyebilirsiniz? (É) Kalőn bir tabaka olu_turdu_u iŤin daha gźŤlź onarőyor. Bu yźzden..,How could you say it?  It repairs more strongly since it creates a more thick layer.  ThatŐs why..,
15:55-15:56,Hő hźŤlź onarőm yapmaktadőr.,"Uh, It repairs strongly.",
15:57-16:04,Hő hő. Yani gźŤlź onardő_ő iŤin aslőnda..šneriyorsunuz diye size lafő sšylemek istemiyorum. E_er bšyle bir _ey varsa siz sšyleyin lźtfen.,"Uh-huh.  I mean, because it repairs strongly, actually, I do not want to prompt you since you recommend it.  If anything exist, please tell me.",
16:04-16:14,Tabi tabi. GźŤlź onarőm yapmaktadőr. (É) S.. (É) Geli_tirilmi_ formźlź..Geli_tirilmi_ formźlź ile Sensodyne koruma ve onarőm di_ macunu..,"Of course, of course.  It repairs strongly.  (É) S.. (É) The improved formula.. Sensodyne koruma ve onarőm toothpaste with its improved formula..",
16:14-16:15,Onarőm ve koruma.,Onarőm ve koruma.,
16:16-16:17,Hep oraya takőlőyorum. Onarőm ve koruma.,I always get stuck there.  Onarőm ve koruma.,
16:16-16:17,Olsun.,Let it be.,
16:18-16:35,"Okey. (É) Geli_tirilmi_ formźlźyle Sensodyne onarőm ve koruma di_ macunu di_ler źzerinde hassasiyete yol aŤan gšzenekleri daha sert, daha kalőn bir katman ile yalőtarak daha gźŤlź bir onarőm sa_lamaktadőr.",Okay.  (É) Sensodyne onarőm ve koruma toothpaste with its improved formula provides a more strong repair by insulating the pores causing the sensitivity with a much harder and more thick layer.,
16:36-16:37,Ve bu yźzden šneriyorsunuz tahmin ediyorum,"And, I presume, you recommend it because of this.",
16:38-16:43,Ve bu sebeple (É) Sensodyne onarőm ve koruma di_ macununu hastalarőma šnerimekteyim.,"And, because of this reason, I recommend Sensodyne onarőm ve koruma toothpaste to my patients.",
16:43-16:50,Tamam bir de bu kendi merakőmdan. Peki bununla hastanőn hayatőnda ne de_i_icek? Yani šncesiyle sonraső arasőnda ne fark edecek?,"Okay, and also, this is just out of my curiosity.  Well, what is going to change in a patientŐs life with this?  Meaning, what will be different between the before and the after?",
16:51-17:12,"Sensodyne (É) onarőm ve koruma di_ macununu kullanan ki_iler..de di_ hassasiyetinden bertaraf olduklarő iŤin sosyal hayatlarőnda daha rahat davranőr hale gelecekler. Bu kendilerine olan šzgźvenlerinin artmasőna, i_ hayatőnda daha ba_arőlő sonuŤlar almasőőna, sosyal hayatőnda, aile ili_kilerinde daha rahat, daha iŤten, daha sempatik, daha mutlu olmasőna yol aŤacaktőr.","People who use Sensodyne onarőm ve koruma toothpaste will be acting more comfortably in their social lives, because the sensitivity will have been eliminated.  This will result in an increase in their self-confidence, achieving more successful results in their business lives, being more relaxed, more sincere, more sympathetic and happier in their family relationships.",
17:13-17:18,Tamamdőr. Bu sefer benim bir be_ dakika araya ihtiyacőm var ama sizing iŤin bir sakőncaső yoksa.,"Cool.  But, this time I need a five minute break if you donŐt mind.",
17:19-17:24,Crew speaking,Crew speaking,
